ParkingSpaceId,ParkingMeterStatus,OccupancyStatus,OccupancyDateChanged
8513A,N,O,03/30/2022 22:55:38 PM
8513B,N,O,03/30/2022 22:55:38 PM
8514A,N,O,03/30/2022 19:10:41 PM
8514B,N,O,03/30/2022 19:10:41 PM
8515A,N,O,03/30/2022 17:09:27 PM
8540A,N,O,03/30/2022 19:02:19 PM
8540B,N,O,03/30/2022 19:02:19 PM
8541A,N,O,03/30/2022 06:13:42 AM
8541B,N,O,03/30/2022 06:13:42 AM
8542A,N,O,03/30/2022 19:37:13 PM
8542B,N,O,03/30/2022 19:37:13 PM
8543A,N,O,03/30/2022 22:05:19 PM
8543B,N,O,03/30/2022 22:05:19 PM
8544A,N,O,03/30/2022 19:46:06 PM
8544B,N,O,03/30/2022 19:46:06 PM
8545A,N,O,03/30/2022 20:41:36 PM
8545B,N,O,03/30/2022 20:41:36 PM
8546A,N,O,03/30/2022 21:03:11 PM
8546B,N,O,03/30/2022 21:03:11 PM
8547A,N,O,03/30/2022 20:55:52 PM
8547B,N,O,03/30/2022 20:55:52 PM
8548A,N,O,03/30/2022 22:15:55 PM
8548B,N,O,03/30/2022 22:15:55 PM
8549A,N,O,03/30/2022 21:41:21 PM
8549B,N,O,03/30/2022 21:41:21 PM
8550A,N,O,03/30/2022 23:30:11 PM
8550B,N,O,03/30/2022 23:30:11 PM
8551A,N,O,03/30/2022 23:27:04 PM
8551B,N,V,03/30/2022 23:27:04 PM
8552A,N,O,03/30/2022 09:18:41 AM
8552B,N,O,03/30/2022 09:18:41 AM
8553A,N,O,03/30/2022 19:48:19 PM
8553B,N,O,03/30/2022 19:48:19 PM
8554A,N,O,03/30/2022 14:51:33 PM
8554B,N,O,03/30/2022 14:51:33 PM
8555A,N,O,03/30/2022 06:14:42 AM
8557A,N,O,03/30/2022 06:12:42 AM
8557B,N,O,03/30/2022 06:12:42 AM
8558A,N,O,03/30/2022 06:11:45 AM
8558B,N,O,03/30/2022 06:11:45 AM
8561A,N,O,03/30/2022 19:49:50 PM
8561B,N,O,03/30/2022 19:49:50 PM
8562B,N,O,03/30/2022 06:12:49 AM
8563A,N,O,03/30/2022 08:29:37 AM
8563B,N,O,03/30/2022 08:29:37 AM
8564A,N,O,03/30/2022 15:28:43 PM
8564B,N,O,03/30/2022 15:28:43 PM
8565A,N,O,03/30/2022 06:14:41 AM
8565B,N,O,03/30/2022 06:14:41 AM
8566A,N,O,03/30/2022 06:13:56 AM
8566B,N,O,03/30/2022 06:13:56 AM
8567B,N,V,03/30/2022 23:25:51 PM
8568A,N,O,03/30/2022 18:38:17 PM
8569A,N,O,03/30/2022 19:54:25 PM
8569B,N,O,03/30/2022 19:54:25 PM
8590A,N,O,03/30/2022 20:04:23 PM
8590B,N,O,03/30/2022 20:04:23 PM
8591A,N,O,03/30/2022 21:07:52 PM
8591B,N,O,03/30/2022 21:07:52 PM
8592A,N,O,03/30/2022 16:21:20 PM
8592B,N,O,03/30/2022 16:21:20 PM
8593A,N,O,03/30/2022 06:11:45 AM
8593B,N,O,03/30/2022 06:11:45 AM
8594A,N,O,03/30/2022 19:31:32 PM
8594B,N,O,03/30/2022 19:31:32 PM
8595A,N,O,03/30/2022 06:14:41 AM
8595B,N,O,03/30/2022 06:14:41 AM
8596A,N,V,03/30/2022 15:02:22 PM
8597A,N,O,03/30/2022 21:27:18 PM
8597B,N,O,03/30/2022 21:27:18 PM
8598A,N,O,03/30/2022 17:01:56 PM
8598B,N,O,03/30/2022 17:01:56 PM
8599A,N,O,03/30/2022 06:10:47 AM
8599B,N,O,03/30/2022 06:10:47 AM
8600A,N,O,03/30/2022 20:35:04 PM
8600B,N,O,03/30/2022 20:35:04 PM
8611A,N,O,03/30/2022 21:44:36 PM
8611B,N,O,03/30/2022 21:44:36 PM
8612A,N,O,03/30/2022 15:33:43 PM
8612B,N,O,03/30/2022 15:33:43 PM
8613A,N,O,03/30/2022 10:40:23 AM
8613B,N,O,03/30/2022 10:40:23 AM
8614A,N,O,03/30/2022 19:14:22 PM
8614B,N,O,03/30/2022 19:14:22 PM
8616A,N,O,03/30/2022 20:07:33 PM
8616B,N,O,03/30/2022 20:07:33 PM
8617A,N,O,03/30/2022 06:12:42 AM
8617B,N,O,03/30/2022 06:12:42 AM
8618A,N,O,03/30/2022 13:59:24 PM
8618B,N,O,03/30/2022 13:59:24 PM
8619A,N,O,03/30/2022 19:50:12 PM
8619B,N,O,03/30/2022 19:50:12 PM
8620A,N,O,03/30/2022 22:02:52 PM
8622A,N,O,03/30/2022 18:26:44 PM
8623A,N,O,03/30/2022 18:24:14 PM
8623B,N,O,03/30/2022 18:24:14 PM
8625A,N,O,03/30/2022 18:53:31 PM
8625B,N,O,03/30/2022 18:53:31 PM
8626A,N,O,03/30/2022 19:18:03 PM
8627A,N,O,03/30/2022 18:34:25 PM
8627B,N,O,03/30/2022 18:34:25 PM
8628A,N,O,03/30/2022 08:46:44 AM
8628B,N,O,03/30/2022 08:46:44 AM
8629A,N,O,03/30/2022 13:09:26 PM
8629B,N,O,03/30/2022 13:09:26 PM
8630A,N,O,03/30/2022 17:27:39 PM
8630B,N,O,03/30/2022 17:27:39 PM
8631A,N,O,03/30/2022 16:15:18 PM
8631B,N,O,03/30/2022 16:15:18 PM
8632A,N,O,03/30/2022 23:05:06 PM
8632B,N,O,03/30/2022 23:05:06 PM
8633A,N,V,03/30/2022 06:11:41 AM
8633B,N,O,03/30/2022 06:11:41 AM
8634A,N,O,03/30/2022 20:34:40 PM
8634B,N,O,03/30/2022 20:34:40 PM
8635A,N,O,03/30/2022 06:15:35 AM
8635B,N,O,03/30/2022 06:15:35 AM
8646A,N,O,03/30/2022 19:32:33 PM
8646B,N,O,03/30/2022 19:32:33 PM
8647A,N,O,03/30/2022 08:24:51 AM
8647B,N,O,03/30/2022 08:24:51 AM
8648A,N,O,03/30/2022 22:35:38 PM
8648B,N,O,03/30/2022 22:35:38 PM
8649A,N,O,03/30/2022 06:10:42 AM
8649B,N,V,03/30/2022 06:10:42 AM
8651A,N,O,03/30/2022 18:10:03 PM
8651B,N,O,03/30/2022 18:10:03 PM
8652A,N,O,03/30/2022 19:41:50 PM
8652B,N,O,03/30/2022 19:41:50 PM
8653A,N,O,03/30/2022 20:14:36 PM
8653B,N,O,03/30/2022 20:14:36 PM
8654A,N,O,03/30/2022 06:10:41 AM
8654B,N,O,03/30/2022 06:10:41 AM
8655A,N,V,03/30/2022 06:14:42 AM
8655B,N,O,03/30/2022 06:14:42 AM
8656A,N,O,03/30/2022 06:13:41 AM
8656B,N,V,03/30/2022 06:13:41 AM
8657A,N,O,03/30/2022 19:14:52 PM
8657B,N,O,03/30/2022 19:14:52 PM
8664A,N,O,03/30/2022 06:10:42 AM
8665A,N,O,03/30/2022 06:14:42 AM
8665B,N,O,03/30/2022 06:14:42 AM
8666A,N,O,03/30/2022 06:13:41 AM
8666B,N,O,03/30/2022 06:13:41 AM
8667A,N,O,03/30/2022 21:13:56 PM
8667B,N,O,03/30/2022 21:13:56 PM
8668A,N,V,03/30/2022 21:58:55 PM
8668B,N,O,03/30/2022 21:58:55 PM
8669A,N,O,03/30/2022 21:18:29 PM
8669B,N,O,03/30/2022 21:18:29 PM
8673A,N,O,03/30/2022 19:13:27 PM
8673B,N,O,03/30/2022 19:13:27 PM
8674A,N,O,03/30/2022 06:10:42 AM
8675A,N,O,03/30/2022 16:33:41 PM
8675B,N,O,03/30/2022 16:33:41 PM
8676A,N,O,03/30/2022 15:00:08 PM
8676B,N,O,03/30/2022 15:00:08 PM
8677B,N,O,03/30/2022 17:57:21 PM
8678A,N,V,03/30/2022 23:30:01 PM
8678B,N,V,03/30/2022 23:30:01 PM
8679A,N,O,03/30/2022 20:02:57 PM
8679B,N,O,03/30/2022 20:02:57 PM
8680A,N,O,03/30/2022 16:34:45 PM
8680B,N,O,03/30/2022 16:34:45 PM
8684A,N,O,03/30/2022 21:19:39 PM
8684B,N,O,03/30/2022 21:19:39 PM
8685A,N,O,03/30/2022 19:22:32 PM
8685B,N,O,03/30/2022 19:22:32 PM
8687B,N,O,03/30/2022 07:56:03 AM
8688A,N,O,03/30/2022 07:11:49 AM
8688B,N,O,03/30/2022 07:11:49 AM
8690B,N,O,03/30/2022 15:16:29 PM
8691A,N,O,03/30/2022 16:09:56 PM
8691B,N,O,03/30/2022 16:09:56 PM
8692A,N,O,03/30/2022 20:38:07 PM
8692B,N,O,03/30/2022 20:38:07 PM
8693A,N,O,03/30/2022 21:03:39 PM
8693B,N,O,03/30/2022 21:03:39 PM
8694A,N,O,03/30/2022 18:08:59 PM
8694B,N,O,03/30/2022 18:08:59 PM
8695A,N,O,03/30/2022 18:03:34 PM
8695B,N,O,03/30/2022 18:03:34 PM
8696A,N,O,03/30/2022 15:19:05 PM
8696B,N,O,03/30/2022 15:19:05 PM
8700A,N,O,03/30/2022 16:20:42 PM
8700B,N,O,03/30/2022 16:20:42 PM
8705A,N,O,03/30/2022 16:18:46 PM
8705B,N,O,03/30/2022 16:18:46 PM
8706A,N,O,03/30/2022 07:13:42 AM
8706B,N,V,03/30/2022 07:13:42 AM
8707A,N,O,03/30/2022 15:36:29 PM
8707B,N,O,03/30/2022 15:36:29 PM
8708A,N,O,03/30/2022 09:36:54 AM
8708B,N,O,03/30/2022 09:36:54 AM
870A,N,O,03/30/2022 21:10:20 PM
870B,N,O,03/30/2022 21:10:20 PM
8710A,N,O,03/30/2022 15:47:55 PM
8711A,N,O,03/30/2022 21:41:24 PM
8711B,N,O,03/30/2022 21:41:24 PM
871A,N,O,03/30/2022 19:44:09 PM
871B,N,O,03/30/2022 19:44:09 PM
8733A,N,O,03/30/2022 21:44:20 PM
8733B,N,O,03/30/2022 21:44:20 PM
8734A,N,O,03/30/2022 21:19:58 PM
8734B,N,O,03/30/2022 21:19:58 PM
8735A,N,O,03/30/2022 22:05:11 PM
8735B,N,O,03/30/2022 22:05:11 PM
8736A,N,O,03/30/2022 18:27:04 PM
8736B,N,O,03/30/2022 18:27:04 PM
8737A,N,O,03/30/2022 17:43:56 PM
8737B,N,O,03/30/2022 17:43:56 PM
8738A,N,O,03/30/2022 13:28:50 PM
8738B,N,O,03/30/2022 13:28:50 PM
8739A,N,O,03/30/2022 23:25:59 PM
8739B,N,O,03/30/2022 23:25:59 PM
8750A,N,O,03/30/2022 06:14:42 AM
8751A,N,O,03/30/2022 22:30:11 PM
8751B,N,O,03/30/2022 22:30:11 PM
8753A,N,O,03/30/2022 14:07:32 PM
8754A,N,O,03/30/2022 18:36:16 PM
8754B,N,O,03/30/2022 18:36:16 PM
8755B,N,O,03/30/2022 20:41:14 PM
8756A,N,O,03/30/2022 15:06:35 PM
8757A,N,O,03/30/2022 12:58:38 PM
8757B,N,O,03/30/2022 12:58:38 PM
8758A,N,O,03/30/2022 16:49:29 PM
8758B,N,O,03/30/2022 16:49:29 PM
8759A,N,O,03/30/2022 17:15:17 PM
8759B,N,O,03/30/2022 17:15:17 PM
8760B,N,O,03/30/2022 07:15:24 AM
8762A,N,V,03/30/2022 23:30:03 PM
8762B,N,O,03/30/2022 23:30:03 PM
8764A,N,O,03/30/2022 19:06:17 PM
8765A,N,O,03/30/2022 20:45:05 PM
8765B,N,O,03/30/2022 20:45:05 PM
8766A,N,O,03/30/2022 06:13:42 AM
8766B,N,O,03/30/2022 06:13:42 AM
8767A,N,O,03/30/2022 15:04:40 PM
8767B,N,O,03/30/2022 15:04:40 PM
8768A,N,O,03/30/2022 06:11:49 AM
8768B,N,O,03/30/2022 06:11:49 AM
876A,N,V,03/30/2022 17:03:49 PM
876B,N,O,03/30/2022 17:03:49 PM
877A,N,V,03/30/2022 22:12:18 PM
877B,N,V,03/30/2022 22:12:18 PM
878A,N,V,03/30/2022 23:24:54 PM
878B,N,O,03/30/2022 23:24:54 PM
879A,N,V,03/30/2022 23:30:09 PM
879B,N,V,03/30/2022 23:30:09 PM
8803A,N,O,03/30/2022 16:20:24 PM
8804A,N,O,03/30/2022 11:47:31 AM
8804B,N,O,03/30/2022 11:47:31 AM
8805A,N,O,03/30/2022 06:14:42 AM
8805B,N,O,03/30/2022 06:14:42 AM
8806A,N,O,03/30/2022 06:13:42 AM
8806B,N,O,03/30/2022 06:13:42 AM
8807A,N,O,03/30/2022 19:12:51 PM
8807B,N,O,03/30/2022 19:12:51 PM
8808B,N,O,03/30/2022 16:56:15 PM
8809A,N,O,03/30/2022 23:00:45 PM
8809B,N,O,03/30/2022 23:00:45 PM
880A,N,O,03/30/2022 23:27:23 PM
880B,N,O,03/30/2022 23:27:23 PM
8810A,N,O,03/30/2022 19:01:58 PM
8810B,N,O,03/30/2022 19:01:58 PM
8819A,N,O,03/30/2022 21:33:13 PM
8819B,N,O,03/30/2022 21:33:13 PM
881A,N,O,03/30/2022 23:25:26 PM
881B,N,O,03/30/2022 23:25:26 PM
8820A,N,O,03/30/2022 14:30:02 PM
8820B,N,O,03/30/2022 14:30:02 PM
8822A,N,O,03/30/2022 22:43:42 PM
8822B,N,O,03/30/2022 22:43:42 PM
8825A,N,O,03/30/2022 20:38:47 PM
8825B,N,O,03/30/2022 20:38:47 PM
8826A,N,O,03/30/2022 18:59:32 PM
8826B,N,O,03/30/2022 18:59:32 PM
8827A,N,O,03/30/2022 06:12:45 AM
882A,N,V,03/30/2022 22:11:20 PM
882B,N,V,03/30/2022 22:11:20 PM
8830A,N,O,03/30/2022 09:06:15 AM
8830B,N,O,03/30/2022 09:06:15 AM
8831A,N,O,03/30/2022 21:20:34 PM
8831B,N,O,03/30/2022 21:20:34 PM
8832A,N,O,03/30/2022 06:12:42 AM
8832B,N,O,03/30/2022 06:12:42 AM
8833A,N,O,03/30/2022 13:27:55 PM
8833B,N,O,03/30/2022 13:27:55 PM
8834A,N,O,03/30/2022 21:09:08 PM
8834B,N,O,03/30/2022 21:09:08 PM
8835A,N,O,03/30/2022 21:38:30 PM
8835B,N,O,03/30/2022 21:38:30 PM
883A,N,V,03/30/2022 23:22:29 PM
883B,N,O,03/30/2022 23:22:29 PM
884A,N,V,03/30/2022 23:26:54 PM
884B,N,V,03/30/2022 23:26:54 PM
8856A,N,O,03/30/2022 12:20:32 PM
8856B,N,O,03/30/2022 12:20:32 PM
8857A,N,O,03/30/2022 23:07:17 PM
8857B,N,O,03/30/2022 23:07:17 PM
8859A,N,O,03/30/2022 16:43:28 PM
8859B,N,O,03/30/2022 16:43:28 PM
885A,N,V,03/30/2022 23:03:42 PM
885B,N,O,03/30/2022 23:03:42 PM
8860A,N,O,03/30/2022 15:43:17 PM
8860B,N,O,03/30/2022 15:43:17 PM
8862A,N,O,03/30/2022 16:07:03 PM
8862B,N,O,03/30/2022 16:07:03 PM
886A,N,O,03/30/2022 23:29:18 PM
886B,N,V,03/30/2022 23:29:18 PM
8886A,N,O,03/30/2022 22:10:43 PM
8886B,N,O,03/30/2022 22:10:43 PM
8888A,N,O,03/30/2022 14:56:03 PM
8890A,N,O,03/30/2022 21:47:50 PM
8890B,N,O,03/30/2022 21:47:50 PM
8891A,N,O,03/30/2022 18:26:59 PM
8891B,N,O,03/30/2022 18:26:59 PM
8892A,N,O,03/30/2022 15:31:25 PM
8892B,N,O,03/30/2022 15:31:25 PM
8893A,N,O,03/30/2022 23:26:04 PM
8893B,N,O,03/30/2022 23:26:04 PM
8894B,N,O,03/30/2022 21:14:18 PM
8896A,N,O,03/30/2022 19:01:42 PM
8896B,N,O,03/30/2022 19:01:42 PM
8897A,N,O,03/30/2022 21:08:10 PM
8897B,N,O,03/30/2022 21:08:10 PM
8899A,N,O,03/30/2022 20:41:05 PM
8899B,N,O,03/30/2022 20:41:05 PM
889A,N,O,03/30/2022 23:28:34 PM
889B,N,V,03/30/2022 23:28:34 PM
88A,N,V,03/30/2022 23:28:33 PM
88B,N,O,03/30/2022 23:28:33 PM
8900A,N,O,03/30/2022 19:28:35 PM
8900B,N,O,03/30/2022 19:28:35 PM
8904A,N,O,03/30/2022 18:11:54 PM
8904B,N,O,03/30/2022 18:11:54 PM
8906A,N,O,03/30/2022 18:00:08 PM
8906B,N,O,03/30/2022 18:00:08 PM
890A,N,V,03/30/2022 23:25:25 PM
890B,N,V,03/30/2022 23:25:25 PM
8935A,N,O,03/30/2022 14:09:52 PM
8935B,N,O,03/30/2022 14:09:52 PM
8936A,N,O,03/30/2022 18:56:55 PM
8936B,N,O,03/30/2022 18:56:55 PM
8937A,N,O,03/30/2022 08:18:36 AM
8937B,N,O,03/30/2022 08:18:36 AM
8938A,N,O,03/30/2022 19:06:37 PM
8938B,N,O,03/30/2022 19:06:37 PM
8939A,N,O,03/30/2022 08:04:47 AM
8939B,N,O,03/30/2022 08:04:47 AM
8961A,N,O,03/30/2022 22:34:10 PM
8961B,N,O,03/30/2022 22:34:10 PM
8962A,N,O,03/30/2022 16:07:13 PM
8962B,N,O,03/30/2022 16:07:13 PM
8963A,N,O,03/30/2022 17:54:24 PM
8963B,N,O,03/30/2022 17:54:24 PM
8964B,N,O,03/30/2022 18:55:33 PM
8965A,N,O,03/30/2022 18:39:47 PM
8965B,N,O,03/30/2022 18:39:47 PM
8966A,N,O,03/30/2022 14:30:04 PM
8966B,N,O,03/30/2022 14:30:04 PM
899B,N,O,03/30/2022 06:10:42 AM
89A,N,V,03/30/2022 22:03:43 PM
89B,N,V,03/30/2022 22:03:43 PM
8A,N,V,03/30/2022 22:52:35 PM
8B,N,V,03/30/2022 22:52:35 PM
90001A,NU,O,12/08/2021 16:49:04 PM
90001B,NU,V,12/08/2021 16:49:04 PM
90002A,N,V,02/11/2022 11:55:52 AM
90002B,N,O,02/11/2022 11:55:52 AM
90003A,NU,O,03/16/2022 23:56:59 PM
90003B,NU,O,03/16/2022 23:56:59 PM
90004A,N,O,03/30/2022 23:26:26 PM
90004B,N,O,03/30/2022 23:26:26 PM
90005A,N,O,12/29/2021 10:22:37 AM
90005B,N,O,12/29/2021 10:22:37 AM
90006A,N,O,03/30/2022 17:30:42 PM
90006B,N,V,03/30/2022 17:30:42 PM
90007A,NU,O,03/23/2022 17:30:42 PM
90007B,NU,V,03/23/2022 17:30:42 PM
90008A,N,V,08/19/2021 15:51:17 PM
90008B,N,V,08/19/2021 15:51:17 PM
90009A,NU,V,07/13/2021 14:18:07 PM
90009B,NU,O,07/13/2021 14:18:07 PM
90010A,N,O,03/30/2022 04:31:16 AM
90010B,N,O,03/30/2022 04:31:16 AM
90011A,NU,V,07/12/2021 12:01:46 PM
90011B,NU,V,07/12/2021 12:01:46 PM
90012A,N,V,11/08/2021 11:50:59 AM
90012B,N,V,11/08/2021 11:50:59 AM
90014A,NU,V,08/04/2021 13:45:30 PM
90014B,NU,O,08/04/2021 13:45:30 PM
90015A,NU,V,12/29/2021 10:22:58 AM
90015B,NU,O,12/29/2021 10:22:58 AM
90051A,NU,V,12/09/2021 16:20:57 PM
90051B,NU,V,12/09/2021 16:20:57 PM
90053A,N,O,08/11/2021 16:06:18 PM
90053B,N,O,08/11/2021 16:06:18 PM
90055A,NU,O,03/19/2022 14:44:49 PM
90055B,NU,O,03/19/2022 14:44:49 PM
90056A,N,V,12/23/2021 00:24:08 AM
90056B,N,V,12/23/2021 00:24:08 AM
900A,N,O,03/30/2022 23:14:26 PM
900B,N,V,03/30/2022 23:14:26 PM
901A,N,V,03/30/2022 22:00:08 PM
901B,N,O,03/30/2022 22:00:08 PM
9021A,N,O,03/30/2022 18:22:04 PM
9021B,N,O,03/30/2022 18:22:04 PM
9022A,N,O,03/30/2022 19:43:19 PM
9022B,N,O,03/30/2022 19:43:19 PM
902A,N,V,03/30/2022 22:54:36 PM
902B,N,O,03/30/2022 22:54:36 PM
9036A,N,O,03/30/2022 06:13:42 AM
9036B,N,O,03/30/2022 06:13:42 AM
9037A,N,O,03/30/2022 11:51:10 AM
9037B,N,O,03/30/2022 11:51:10 AM
9038A,N,O,03/30/2022 06:11:42 AM
9038B,N,O,03/30/2022 06:11:42 AM
903A,N,O,03/30/2022 23:02:23 PM
903B,N,O,03/30/2022 23:02:23 PM
9042A,N,O,03/30/2022 19:00:09 PM
9042B,N,O,03/30/2022 19:00:09 PM
9043A,N,O,03/30/2022 19:10:06 PM
9043B,N,O,03/30/2022 19:10:06 PM
904A,N,O,03/30/2022 19:10:41 PM
904B,N,O,03/30/2022 19:10:41 PM
9051A,N,O,03/30/2022 19:14:50 PM
9051B,N,O,03/30/2022 19:14:50 PM
9052A,N,O,03/30/2022 20:34:00 PM
9052B,N,O,03/30/2022 20:34:00 PM
9053A,N,O,03/30/2022 06:11:45 AM
9053B,N,O,03/30/2022 06:11:45 AM
9054A,N,O,03/30/2022 23:04:09 PM
9054B,N,V,03/30/2022 23:04:09 PM
9055A,N,O,03/30/2022 22:31:10 PM
9055B,N,O,03/30/2022 22:31:10 PM
9056B,N,O,03/30/2022 22:29:45 PM
905A,N,O,03/30/2022 18:19:33 PM
905B,N,O,03/30/2022 18:19:33 PM
9061A,N,O,03/30/2022 20:22:08 PM
9061B,N,O,03/30/2022 20:22:08 PM
9062A,N,O,03/30/2022 20:25:22 PM
9062B,N,O,03/30/2022 20:25:22 PM
9075A,N,O,03/30/2022 06:14:42 AM
9075B,N,V,03/30/2022 06:14:42 AM
9076A,N,O,03/30/2022 06:13:42 AM
9076B,N,V,03/30/2022 06:13:42 AM
9077A,N,O,03/30/2022 22:47:10 PM
907B,N,O,03/30/2022 18:19:15 PM
9080A,N,O,03/30/2022 23:29:47 PM
9080B,N,O,03/30/2022 23:29:47 PM
9082A,N,O,03/30/2022 06:12:45 AM
9082B,N,O,03/30/2022 06:12:45 AM
9083A,N,V,03/30/2022 06:11:42 AM
9083B,N,O,03/30/2022 06:11:42 AM
9084A,N,O,03/30/2022 06:10:42 AM
9084B,N,O,03/30/2022 06:10:42 AM
9085B,N,O,03/30/2022 06:14:42 AM
9086A,N,O,03/30/2022 18:58:55 PM
9086B,N,O,03/30/2022 18:58:55 PM
9087A,N,O,03/30/2022 10:42:17 AM
9087B,N,O,03/30/2022 10:42:17 AM
9088A,N,O,03/30/2022 06:11:57 AM
9088B,N,O,03/30/2022 06:11:57 AM
9089A,N,O,03/30/2022 15:09:55 PM
9089B,N,O,03/30/2022 15:09:55 PM
908B,N,O,03/30/2022 15:36:37 PM
9090B,N,O,03/30/2022 18:09:50 PM
9091A,N,O,03/30/2022 07:13:42 AM
9092A,N,O,03/30/2022 13:48:10 PM
9092B,N,O,03/30/2022 13:48:10 PM
9093A,N,O,03/30/2022 18:25:53 PM
9093B,N,O,03/30/2022 18:25:53 PM
9094B,N,V,03/30/2022 12:35:02 PM
9095A,N,V,03/30/2022 06:14:42 AM
9095B,N,O,03/30/2022 06:14:42 AM
9096A,N,O,03/30/2022 18:14:46 PM
9096B,N,O,03/30/2022 18:14:46 PM
9097A,N,O,03/30/2022 06:12:42 AM
9097B,N,O,03/30/2022 06:12:42 AM
9098A,N,O,03/30/2022 09:37:17 AM
9098B,N,O,03/30/2022 09:37:17 AM
9099A,N,O,03/30/2022 16:12:58 PM
909A,N,O,03/30/2022 19:36:57 PM
909B,N,O,03/30/2022 19:36:57 PM
90A,N,V,03/30/2022 23:30:09 PM
90B,N,O,03/30/2022 23:30:09 PM
910A,N,O,03/30/2022 06:14:41 AM
912A,N,V,03/30/2022 23:25:03 PM
912B,N,O,03/30/2022 23:25:03 PM
913A,N,O,03/30/2022 21:55:51 PM
913B,N,V,03/30/2022 21:55:51 PM
9143A,N,O,03/30/2022 15:06:44 PM
9143B,N,O,03/30/2022 15:06:44 PM
9144A,N,O,03/30/2022 16:28:55 PM
9144B,N,O,03/30/2022 16:28:55 PM
9145A,N,O,03/30/2022 14:39:06 PM
9145B,N,O,03/30/2022 14:39:06 PM
9146B,N,V,03/30/2022 19:58:23 PM
9156A,N,O,03/30/2022 12:30:40 PM
9156B,N,O,03/30/2022 12:30:40 PM
9157A,N,O,03/30/2022 22:08:48 PM
9157B,N,O,03/30/2022 22:08:48 PM
9158A,N,O,03/30/2022 10:30:45 AM
9158B,N,O,03/30/2022 10:30:45 AM
9159A,N,O,03/30/2022 13:39:33 PM
9159B,N,O,03/30/2022 13:39:33 PM
915B,N,O,03/30/2022 22:06:53 PM
9161A,N,O,03/30/2022 18:53:50 PM
9161B,N,O,03/30/2022 18:53:50 PM
9162B,N,O,03/30/2022 21:07:10 PM
9163A,N,O,03/30/2022 20:47:13 PM
9163B,N,O,03/30/2022 20:47:13 PM
9164A,N,O,03/30/2022 19:54:40 PM
9164B,N,O,03/30/2022 19:54:40 PM
9165A,N,O,03/30/2022 15:03:53 PM
9168B,N,O,03/30/2022 07:11:52 AM
9169A,N,O,03/30/2022 16:23:21 PM
9169B,N,O,03/30/2022 16:23:21 PM
916A,N,O,03/30/2022 13:00:31 PM
9171B,N,O,03/30/2022 09:46:59 AM
9172A,N,O,03/30/2022 19:01:17 PM
9172B,N,O,03/30/2022 19:01:17 PM
9173A,N,O,03/30/2022 19:36:59 PM
9173B,N,O,03/30/2022 19:36:59 PM
9174A,N,O,03/30/2022 19:56:40 PM
9174B,N,O,03/30/2022 19:56:40 PM
9175A,N,O,03/30/2022 17:58:42 PM
9175B,N,O,03/30/2022 17:58:42 PM
9176A,N,O,03/30/2022 21:18:46 PM
9176B,N,O,03/30/2022 21:18:46 PM
9177A,N,O,03/30/2022 17:27:42 PM
9179A,N,O,03/30/2022 20:02:58 PM
9179B,N,O,03/30/2022 20:02:58 PM
9180A,N,O,03/30/2022 21:15:04 PM
9180B,N,O,03/30/2022 21:15:04 PM
9181A,N,O,03/30/2022 06:13:42 AM
9181B,N,O,03/30/2022 06:13:42 AM
9182A,N,O,03/30/2022 06:12:41 AM
9182B,N,O,03/30/2022 06:12:41 AM
9183A,N,O,03/30/2022 06:11:42 AM
9185A,N,O,03/30/2022 23:25:36 PM
9185B,N,O,03/30/2022 23:25:36 PM
9186A,N,O,03/30/2022 19:37:04 PM
9186B,N,O,03/30/2022 19:37:04 PM
9187A,N,O,03/30/2022 23:23:02 PM
9187B,N,O,03/30/2022 23:23:02 PM
9188A,N,O,03/30/2022 23:26:03 PM
9189B,N,O,03/30/2022 21:09:42 PM
918A,N,O,03/30/2022 21:50:41 PM
918B,N,O,03/30/2022 21:50:41 PM
9190A,N,O,03/30/2022 23:17:51 PM
9190B,N,O,03/30/2022 23:17:51 PM
9191A,N,O,03/30/2022 17:54:04 PM
9191B,N,O,03/30/2022 17:54:04 PM
919A,N,V,02/15/2022 17:11:40 PM
919B,N,V,02/15/2022 17:11:40 PM
91A,N,O,03/30/2022 21:18:52 PM
9227A,N,O,03/30/2022 18:44:48 PM
9228A,N,V,03/30/2022 20:27:16 PM
9228B,N,O,03/30/2022 20:27:16 PM
9229A,N,O,03/30/2022 21:20:40 PM
9229B,N,O,03/30/2022 21:20:40 PM
9230A,N,O,03/30/2022 18:42:35 PM
9234B,N,O,03/30/2022 06:10:42 AM
9235A,N,O,03/30/2022 23:15:09 PM
9235B,N,O,03/30/2022 23:15:09 PM
9236A,N,V,03/30/2022 18:40:06 PM
9236B,N,O,03/30/2022 18:40:06 PM
9237A,N,O,03/30/2022 06:12:44 AM
9238A,N,O,03/30/2022 06:11:45 AM
9238B,N,O,03/30/2022 06:11:45 AM
9239A,N,O,03/30/2022 14:14:14 PM
9239B,N,O,03/30/2022 14:14:14 PM
9240A,N,O,03/30/2022 23:15:29 PM
9240B,N,O,03/30/2022 23:15:29 PM
9241B,N,O,03/30/2022 11:10:45 AM
9247B,N,O,03/30/2022 07:12:41 AM
9248A,N,O,03/30/2022 17:48:17 PM
9248B,N,O,03/30/2022 17:48:17 PM
9249A,N,O,03/30/2022 21:29:31 PM
9249B,N,O,03/30/2022 21:29:31 PM
9250B,N,O,03/30/2022 06:14:42 AM
